ダウンロードした時刻：2023/09/12 09:03:16

,,,飛島,飛島,飛島
1952,7,1,,0,1
1952,7,2,,0,1
1952,7,3,,0,1
1952,7,4,,0,1
1952,7,5,,0,1
1952,7,6,,0,1
1952,7,7,,0,1
1952,7,8,,0,1
1952,7,9,,0,1
1952,7,10,,0,1
1952,7,11,,0,1
1952,7,12,,0,1
1952,7,13,,0,1
1952,7,14,,0,1
1952,7,15,,0,1
1952,7,16,,0,1
1952,7,17,,0,1
1952,7,18,,0,1
1952,7,19,,0,1
1952,7,20,,0,1
1952,7,21,,0,1
1952,7,22,,0,1
1952,7,23,,0,1
1952,7,24,,0,1
1952,7,25,,0,1
1952,7,26,,0,1
1952,7,27,,0,1
1952,7,28,,0,1
1952,7,29,,0,1
1952,7,30,,0,1
1952,7,31,,0,1
1952,8,1,,0,1
1952,8,2,,0,1
1952,8,3,,0,1
1952,8,4,,0,1
1952,8,5,,0,1
1952,8,6,,0,1
1952,8,7,,0,1
1952,8,8,,0,1
1952,8,9,,0,1
1952,8,10,,0,1
1952,8,11,,0,1
1952,8,12,,0,1
1952,8,13,,0,1
1952,8,14,,0,1
1952,8,15,,0,1
1952,8,16,,0,1
1952,8,17,,0,1
1952,8,18,,0,1
1952,8,19,,0,1
1952,8,20,,0,1
1952,8,21,,0,1
1952,8,22,,0,1
1952,8,23,,0,1
1952,8,24,,0,1
1952,8,25,,0,1
1952,8,26,,0,1
1952,8,27,,0,1
1952,8,28,,0,1
1952,8,29,,0,1
1952,8,30,,0,1
1952,8,31,,0,1
1952,9,1,,0,1
1952,9,2,,0,1
1952,9,3,,0,1
1952,9,4,,0,1
1952,9,5,,0,1
1952,9,6,,0,1
1952,9,7,,0,1
1952,9,8,,0,1
1952,9,9,,0,1
1952,9,10,,0,1
1952,9,11,,0,1
1952,9,12,,0,1
1952,9,13,,0,1
1952,9,14,,0,1
1952,9,15,,0,1
1953,7,1,,0,1
1953,7,2,,0,1
1953,7,3,,0,1
1953,7,4,,0,1
1953,7,5,,0,1
1953,7,6,,0,1
1953,7,7,,0,1
1953,7,8,,0,1
1953,7,9,,0,1
1953,7,10,,0,1
1953,7,11,,0,1
1953,7,12,,0,1
1953,7,13,,0,1
1953,7,14,,0,1
1953,7,15,,0,1
1953,7,16,,0,1
1953,7,17,,0,1
1953,7,18,,0,1
1953,7,19,,0,1
1953,7,20,,0,1
1953,7,21,,0,1
1953,7,22,,0,1
1953,7,23,,0,1
1953,7,24,,0,1
1953,7,25,,0,1
1953,7,26,,0,1
1953,7,27,,0,1
1953,7,28,,0,1
1953,7,29,,0,1
1953,7,30,,0,1
1953,7,31,,0,1
1953,8,1,,0,1
1953,8,2,,0,1
1953,8,3,,0,1
1953,8,4,,0,1
1953,8,5,,0,1
1953,8,6,,0,1
1953,8,7,,0,1
1953,8,8,,0,1
1953,8,9,,0,1
1953,8,10,,0,1
1953,8,11,,0,1
1953,8,12,,0,1
1953,8,13,,0,1
1953,8,14,,0,1
1953,8,15,,0,1
1953,8,16,,0,1
1953,8,17,,0,1
1953,8,18,,0,1
1953,8,19,,0,1
1953,8,20,,0,1
1953,8,21,,0,1
1953,8,22,,0,1
1953,8,23,,0,1
1953,8,24,,0,1
1953,8,25,,0,1
1953,8,26,,0,1
1953,8,27,,0,1
1953,8,28,,0,1
1953,8,29,,0,1
1953,8,30,,0,1
1953,8,31,,0,1
1953,9,1,,0,1
1953,9,2,,0,1
1953,9,3,,0,1
1953,9,4,,0,1
1953,9,5,,0,1
1953,9,6,,0,1
1953,9,7,,0,1
1953,9,8,,0,1
1953,9,9,,0,1
1953,9,10,,0,1
1953,9,11,,0,1
1953,9,12,,0,1
1953,9,13,,0,1
1953,9,14,,0,1
1953,9,15,,0,1
1954,7,1,,0,1
1954,7,2,,0,1
1954,7,3,,0,1
1954,7,4,,0,1
1954,7,5,,0,1
1954,7,6,,0,1
1954,7,7,,0,1
1954,7,8,,0,1
1954,7,9,,0,1
1954,7,10,,0,1
1954,7,11,,0,1
1954,7,12,,0,1
1954,7,13,,0,1
1954,7,14,,0,1
1954,7,15,,0,1
1954,7,16,,0,1
1954,7,17,,0,1
1954,7,18,,0,1
1954,7,19,,0,1
1954,7,20,,0,1
1954,7,21,,0,1
1954,7,22,,0,1
1954,7,23,,0,1
1954,7,24,,0,1
1954,7,25,,0,1
1954,7,26,,0,1
1954,7,27,,0,1
1954,7,28,,0,1
1954,7,29,,0,1
1954,7,30,,0,1
1954,7,31,,0,1
1954,8,1,,0,1
1954,8,2,,0,1
1954,8,3,,0,1
1954,8,4,,0,1
1954,8,5,,0,1
1954,8,6,,0,1
1954,8,7,,0,1
1954,8,8,,0,1
1954,8,9,,0,1
1954,8,10,,0,1
1954,8,11,,0,1
1954,8,12,,0,1
1954,8,13,,0,1
1954,8,14,,0,1
1954,8,15,,0,1
1954,8,16,,0,1
1954,8,17,,0,1
1954,8,18,,0,1
1954,8,19,,0,1
1954,8,20,,0,1
1954,8,21,,0,1
1954,8,22,,0,1
1954,8,23,,0,1
1954,8,24,,0,1
1954,8,25,,0,1
1954,8,26,,0,1
1954,8,27,,0,1
1954,8,28,,0,1
1954,8,29,,0,1
1954,8,30,,0,1
1954,8,31,,0,1
1954,9,1,,0,1
1954,9,2,,0,1
1954,9,3,,0,1
1954,9,4,,0,1
1954,9,5,,0,1
1954,9,6,,0,1
1954,9,7,,0,1
1954,9,8,,0,1
1954,9,9,,0,1
1954,9,10,,0,1
1954,9,11,,0,1
1954,9,12,,0,1
1954,9,13,,0,1
1954,9,14,,0,1
1954,9,15,,0,1
1955,7,1,,0,1
1955,7,2,,0,1
1955,7,3,,0,1
1955,7,4,,0,1
1955,7,5,,0,1
1955,7,6,,0,1
1955,7,7,,0,1
1955,7,8,,0,1
1955,7,9,,0,1
1955,7,10,,0,1
1955,7,11,,0,1
1955,7,12,,0,1
1955,7,13,,0,1
1955,7,14,,0,1
1955,7,15,,0,1
1955,7,16,,0,1
1955,7,17,,0,1
1955,7,18,,0,1
1955,7,19,,0,1
1955,7,20,,0,1
1955,7,21,,0,1
1955,7,22,,0,1
1955,7,23,,0,1
1955,7,24,,0,1
1955,7,25,,0,1
1955,7,26,,0,1
1955,7,27,,0,1
1955,7,28,,0,1
1955,7,29,,0,1
1955,7,30,,0,1
1955,7,31,,0,1
1955,8,1,,0,1
1955,8,2,,0,1
1955,8,3,,0,1
1955,8,4,,0,1
1955,8,5,,0,1
1955,8,6,,0,1
1955,8,7,,0,1
1955,8,8,,0,1
1955,8,9,,0,1
1955,8,10,,0,1
1955,8,11,,0,1
1955,8,12,,0,1
1955,8,13,,0,1
1955,8,14,,0,1
1955,8,15,,0,1
1955,8,16,,0,1
1955,8,17,,0,1
1955,8,18,,0,1
1955,8,19,,0,1
1955,8,20,,0,1
1955,8,21,,0,1
1955,8,22,,0,1
1955,8,23,,0,1
1955,8,24,,0,1
1955,8,25,,0,1
1955,8,26,,0,1
1955,8,27,,0,1
1955,8,28,,0,1
1955,8,29,,0,1
1955,8,30,,0,1
1955,8,31,,0,1
1955,9,1,,0,1
1955,9,2,,0,1
1955,9,3,,0,1
1955,9,4,,0,1
1955,9,5,,0,1
1955,9,6,,0,1
1955,9,7,,0,1
1955,9,8,,0,1
1955,9,9,,0,1
1955,9,10,,0,1
1955,9,11,,0,1
1955,9,12,,0,1
1955,9,13,,0,1
1955,9,14,,0,1
1955,9,15,,0,1
1956,7,1,,0,1
1956,7,2,,0,1
1956,7,3,,0,1
1956,7,4,,0,1
1956,7,5,,0,1
1956,7,6,,0,1
1956,7,7,,0,1
1956,7,8,,0,1
1956,7,9,,0,1
1956,7,10,,0,1
1956,7,11,,0,1
1956,7,12,,0,1
1956,7,13,,0,1
1956,7,14,,0,1
1956,7,15,,0,1
1956,7,16,,0,1
1956,7,17,,0,1
1956,7,18,,0,1
1956,7,19,,0,1
1956,7,20,,0,1
1956,7,21,,0,1
1956,7,22,,0,1
1956,7,23,,0,1
1956,7,24,,0,1
1956,7,25,,0,1
1956,7,26,,0,1
1956,7,27,,0,1
1956,7,28,,0,1
1956,7,29,,0,1
1956,7,30,,0,1
1956,7,31,,0,1
1956,8,1,,0,1
1956,8,2,,0,1
1956,8,3,,0,1
1956,8,4,,0,1
1956,8,5,,0,1
1956,8,6,,0,1
1956,8,7,,0,1
1956,8,8,,0,1
1956,8,9,,0,1
1956,8,10,,0,1
1956,8,11,,0,1
1956,8,12,,0,1
1956,8,13,,0,1
1956,8,14,,0,1
1956,8,15,,0,1
1956,8,16,,0,1
1956,8,17,,0,1
1956,8,18,,0,1
1956,8,19,,0,1
1956,8,20,,0,1
1956,8,21,,0,1
1956,8,22,,0,1
1956,8,23,,0,1
1956,8,24,,0,1
1956,8,25,,0,1
1956,8,26,,0,1
1956,8,27,,0,1
1956,8,28,,0,1
1956,8,29,,0,1
1956,8,30,,0,1
1956,8,31,,0,1
1956,9,1,,0,1
1956,9,2,,0,1
1956,9,3,,0,1
1956,9,4,,0,1
1956,9,5,,0,1
1956,9,6,,0,1
1956,9,7,,0,1
1956,9,8,,0,1
1956,9,9,,0,1
1956,9,10,,0,1
1956,9,11,,0,1
1956,9,12,,0,1
1956,9,13,,0,1
1956,9,14,,0,1
1956,9,15,,0,1
1957,7,1,,0,1
1957,7,2,,0,1
1957,7,3,,0,1
1957,7,4,,0,1
1957,7,5,,0,1
1957,7,6,,0,1
1957,7,7,,0,1
1957,7,8,,0,1
1957,7,9,,0,1
1957,7,10,,0,1
1957,7,11,,0,1
1957,7,12,,0,1
1957,7,13,,0,1
1957,7,14,,0,1
1957,7,15,,0,1
1957,7,16,,0,1
1957,7,17,,0,1
1957,7,18,,0,1
1957,7,19,,0,1
1957,7,20,,0,1
1957,7,21,,0,1
1957,7,22,,0,1
1957,7,23,,0,1
1957,7,24,,0,1
1957,7,25,,0,1
1957,7,26,,0,1
1957,7,27,,0,1
1957,7,28,,0,1
1957,7,29,,0,1
1957,7,30,,0,1
1957,7,31,,0,1
1957,8,1,,0,1
1957,8,2,,0,1
1957,8,3,,0,1
1957,8,4,,0,1
1957,8,5,,0,1
1957,8,6,,0,1
1957,8,7,,0,1
1957,8,8,,0,1
1957,8,9,,0,1
1957,8,10,,0,1
1957,8,11,,0,1
1957,8,12,,0,1
1957,8,13,,0,1
1957,8,14,,0,1
1957,8,15,,0,1
1957,8,16,,0,1
1957,8,17,,0,1
1957,8,18,,0,1
1957,8,19,,0,1
1957,8,20,,0,1
1957,8,21,,0,1
1957,8,22,,0,1
1957,8,23,,0,1
1957,8,24,,0,1
1957,8,25,,0,1
1957,8,26,,0,1
1957,8,27,,0,1
1957,8,28,,0,1
1957,8,29,,0,1
1957,8,30,,0,1
1957,8,31,,0,1
1957,9,1,,0,1
1957,9,2,,0,1
1957,9,3,,0,1
1957,9,4,,0,1
1957,9,5,,0,1
1957,9,6,,0,1
1957,9,7,,0,1
1957,9,8,,0,1
1957,9,9,,0,1
1957,9,10,,0,1
1957,9,11,,0,1
1957,9,12,,0,1
1957,9,13,,0,1
1957,9,14,,0,1
1957,9,15,,0,1
1958,7,1,,0,1
1958,7,2,,0,1
1958,7,3,,0,1
1958,7,4,,0,1
1958,7,5,,0,1
1958,7,6,,0,1
1958,7,7,,0,1
1958,7,8,,0,1
1958,7,9,,0,1
1958,7,10,,0,1
1958,7,11,,0,1
1958,7,12,,0,1
1958,7,13,,0,1
1958,7,14,,0,1
1958,7,15,,0,1
1958,7,16,,0,1
1958,7,17,,0,1
1958,7,18,,0,1
1958,7,19,,0,1
1958,7,20,,0,1
1958,7,21,,0,1
1958,7,22,,0,1
1958,7,23,,0,1
1958,7,24,,0,1
1958,7,25,,0,1
1958,7,26,,0,1
1958,7,27,,0,1
1958,7,28,,0,1
1958,7,29,,0,1
1958,7,30,,0,1
1958,7,31,,0,1
1958,8,1,,0,1
1958,8,2,,0,1
1958,8,3,,0,1
1958,8,4,,0,1
1958,8,5,,0,1
1958,8,6,,0,1
1958,8,7,,0,1
1958,8,8,,0,1
1958,8,9,,0,1
1958,8,10,,0,1
1958,8,11,,0,1
1958,8,12,,0,1
1958,8,13,,0,1
1958,8,14,,0,1
1958,8,15,,0,1
1958,8,16,,0,1
1958,8,17,,0,1
1958,8,18,,0,1
1958,8,19,,0,1
1958,8,20,,0,1
1958,8,21,,0,1
1958,8,22,,0,1
1958,8,23,,0,1
1958,8,24,,0,1
1958,8,25,,0,1
1958,8,26,,0,1
1958,8,27,,0,1
1958,8,28,,0,1
1958,8,29,,0,1
1958,8,30,,0,1
1958,8,31,,0,1
1958,9,1,,0,1
1958,9,2,,0,1
1958,9,3,,0,1
1958,9,4,,0,1
1958,9,5,,0,1
1958,9,6,,0,1
1958,9,7,,0,1
1958,9,8,,0,1
1958,9,9,,0,1
1958,9,10,,0,1
1958,9,11,,0,1
1958,9,12,,0,1
1958,9,13,,0,1
1958,9,14,,0,1
1958,9,15,,0,1
1959,7,1,,0,1
1959,7,2,,0,1
1959,7,3,,0,1
1959,7,4,,0,1
1959,7,5,,0,1
1959,7,6,,0,1
1959,7,7,,0,1
1959,7,8,,0,1
1959,7,9,,0,1
1959,7,10,,0,1
1959,7,11,,0,1
1959,7,12,,0,1
1959,7,13,,0,1
1959,7,14,,0,1
1959,7,15,,0,1
1959,7,16,,0,1
1959,7,17,,0,1
1959,7,18,,0,1
1959,7,19,,0,1
1959,7,20,,0,1
1959,7,21,,0,1
1959,7,22,,0,1
1959,7,23,,0,1
1959,7,24,,0,1
1959,7,25,,0,1
1959,7,26,,0,1
1959,7,27,,0,1
1959,7,28,,0,1
1959,7,29,,0,1
1959,7,30,,0,1
1959,7,31,,0,1
1959,8,1,,0,1
1959,8,2,,0,1
1959,8,3,,0,1
1959,8,4,,0,1
1959,8,5,,0,1
1959,8,6,,0,1
1959,8,7,,0,1
1959,8,8,,0,1
1959,8,9,,0,1
1959,8,10,,0,1
1959,8,11,,0,1
1959,8,12,,0,1
1959,8,13,,0,1
1959,8,14,,0,1
1959,8,15,,0,1
1959,8,16,,0,1
1959,8,17,,0,1
1959,8,18,,0,1
1959,8,19,,0,1
1959,8,20,,0,1
1959,8,21,,0,1
1959,8,22,,0,1
1959,8,23,,0,1
1959,8,24,,0,1
1959,8,25,,0,1
1959,8,26,,0,1
1959,8,27,,0,1
1959,8,28,,0,1
1959,8,29,,0,1
1959,8,30,,0,1
1959,8,31,,0,1
1959,9,1,,0,1
1959,9,2,,0,1
1959,9,3,,0,1
1959,9,4,,0,1
1959,9,5,,0,1
1959,9,6,,0,1
1959,9,7,,0,1
1959,9,8,,0,1
1959,9,9,,0,1
1959,9,10,,0,1
1959,9,11,,0,1
1959,9,12,,0,1
1959,9,13,,0,1
1959,9,14,,0,1
1959,9,15,,0,1
1960,7,1,,0,1
1960,7,2,,0,1
1960,7,3,,0,1
1960,7,4,,0,1
1960,7,5,,0,1
1960,7,6,,0,1
1960,7,7,,0,1
1960,7,8,,0,1
1960,7,9,,0,1
1960,7,10,,0,1
1960,7,11,,0,1
1960,7,12,,0,1
1960,7,13,,0,1
1960,7,14,,0,1
1960,7,15,,0,1
1960,7,16,,0,1
1960,7,17,,0,1
1960,7,18,,0,1
1960,7,19,,0,1
1960,7,20,,0,1
1960,7,21,,0,1
1960,7,22,,0,1
1960,7,23,,0,1
1960,7,24,,0,1
1960,7,25,,0,1
1960,7,26,,0,1
1960,7,27,,0,1
1960,7,28,,0,1
1960,7,29,,0,1
1960,7,30,,0,1
1960,7,31,,0,1
1960,8,1,,0,1
1960,8,2,,0,1
1960,8,3,,0,1
1960,8,4,,0,1
1960,8,5,,0,1
1960,8,6,,0,1
1960,8,7,,0,1
1960,8,8,,0,1
1960,8,9,,0,1
1960,8,10,,0,1
1960,8,11,,0,1
1960,8,12,,0,1
1960,8,13,,0,1
1960,8,14,,0,1
1960,8,15,,0,1
1960,8,16,,0,1
1960,8,17,,0,1
1960,8,18,,0,1
1960,8,19,,0,1
1960,8,20,,0,1
1960,8,21,,0,1
1960,8,22,,0,1
1960,8,23,,0,1
1960,8,24,,0,1
1960,8,25,,0,1
1960,8,26,,0,1
1960,8,27,,0,1
1960,8,28,,0,1
1960,8,29,,0,1
1960,8,30,,0,1
1960,8,31,,0,1
1960,9,1,,0,1
1960,9,2,,0,1
1960,9,3,,0,1
1960,9,4,,0,1
1960,9,5,,0,1
1960,9,6,,0,1
1960,9,7,,0,1
1960,9,8,,0,1
1960,9,9,,0,1
1960,9,10,,0,1
1960,9,11,,0,1
1960,9,12,,0,1
1960,9,13,,0,1
1960,9,14,,0,1
1960,9,15,,0,1
1961,7,1,,0,1
1961,7,2,,0,1
1961,7,3,,0,1
1961,7,4,,0,1
1961,7,5,,0,1
1961,7,6,,0,1
1961,7,7,,0,1
1961,7,8,,0,1
1961,7,9,,0,1
1961,7,10,,0,1
1961,7,11,,0,1
1961,7,12,,0,1
1961,7,13,,0,1
1961,7,14,,0,1
1961,7,15,,0,1
1961,7,16,,0,1
1961,7,17,,0,1
1961,7,18,,0,1
1961,7,19,,0,1
1961,7,20,,0,1
1961,7,21,,0,1
1961,7,22,,0,1
1961,7,23,,0,1
1961,7,24,,0,1
1961,7,25,,0,1
1961,7,26,,0,1
1961,7,27,,0,1
1961,7,28,,0,1
1961,7,29,,0,1
1961,7,30,,0,1
1961,7,31,,0,1
1961,8,1,,0,1
1961,8,2,,0,1
1961,8,3,,0,1
1961,8,4,,0,1
1961,8,5,,0,1
1961,8,6,,0,1
1961,8,7,,0,1
1961,8,8,,0,1
1961,8,9,,0,1
1961,8,10,,0,1
1961,8,11,,0,1
1961,8,12,,0,1
1961,8,13,,0,1
1961,8,14,,0,1
1961,8,15,,0,1
1961,8,16,,0,1
1961,8,17,,0,1
1961,8,18,,0,1
1961,8,19,,0,1
1961,8,20,,0,1
1961,8,21,,0,1
1961,8,22,,0,1
1961,8,23,,0,1
1961,8,24,,0,1
1961,8,25,,0,1
1961,8,26,,0,1
1961,8,27,,0,1
1961,8,28,,0,1
1961,8,29,,0,1
1961,8,30,,0,1
1961,8,31,,0,1
1961,9,1,,0,1
1961,9,2,,0,1
1961,9,3,,0,1
1961,9,4,,0,1
1961,9,5,,0,1
1961,9,6,,0,1
1961,9,7,,0,1
1961,9,8,,0,1
1961,9,9,,0,1
1961,9,10,,0,1
1961,9,11,,0,1
1961,9,12,,0,1
1961,9,13,,0,1
1961,9,14,,0,1
1961,9,15,,0,1
1962,7,1,,0,1
1962,7,2,,0,1
1962,7,3,,0,1
1962,7,4,,0,1
1962,7,5,,0,1
1962,7,6,,0,1
1962,7,7,,0,1
1962,7,8,,0,1
1962,7,9,,0,1
1962,7,10,,0,1
1962,7,11,,0,1
1962,7,12,,0,1
1962,7,13,,0,1
1962,7,14,,0,1
1962,7,15,,0,1
1962,7,16,,0,1
1962,7,17,,0,1
1962,7,18,,0,1
1962,7,19,,0,1
1962,7,20,,0,1
1962,7,21,,0,1
1962,7,22,,0,1
1962,7,23,,0,1
1962,7,24,,0,1
1962,7,25,,0,1
1962,7,26,,0,1
1962,7,27,,0,1
1962,7,28,,0,1
1962,7,29,,0,1
1962,7,30,,0,1
1962,7,31,,0,1
1962,8,1,,0,1
1962,8,2,,0,1
1962,8,3,,0,1
1962,8,4,,0,1
1962,8,5,,0,1
1962,8,6,,0,1
1962,8,7,,0,1
1962,8,8,,0,1
1962,8,9,,0,1
1962,8,10,,0,1
1962,8,11,,0,1
1962,8,12,,0,1
1962,8,13,,0,1
1962,8,14,,0,1
1962,8,15,,0,1
1962,8,16,,0,1
1962,8,17,,0,1
1962,8,18,,0,1
1962,8,19,,0,1
1962,8,20,,0,1
1962,8,21,,0,1
1962,8,22,,0,1
1962,8,23,,0,1
1962,8,24,,0,1
1962,8,25,,0,1
1962,8,26,,0,1
1962,8,27,,0,1
1962,8,28,,0,1
1962,8,29,,0,1
1962,8,30,,0,1
1962,8,31,,0,1
1962,9,1,,0,1
1962,9,2,,0,1
1962,9,3,,0,1
1962,9,4,,0,1
1962,9,5,,0,1
1962,9,6,,0,1
1962,9,7,,0,1
1962,9,8,,0,1
1962,9,9,,0,1
1962,9,10,,0,1
1962,9,11,,0,1
1962,9,12,,0,1
1962,9,13,,0,1
1962,9,14,,0,1
1962,9,15,,0,1
1963,7,1,,0,1
1963,7,2,,0,1
1963,7,3,,0,1
1963,7,4,,0,1
1963,7,5,,0,1
1963,7,6,,0,1
1963,7,7,,0,1
1963,7,8,,0,1
1963,7,9,,0,1
1963,7,10,,0,1
1963,7,11,,0,1
1963,7,12,,0,1
1963,7,13,,0,1
1963,7,14,,0,1
1963,7,15,,0,1
1963,7,16,,0,1
1963,7,17,,0,1
1963,7,18,,0,1
1963,7,19,,0,1
1963,7,20,,0,1
1963,7,21,,0,1
1963,7,22,,0,1
1963,7,23,,0,1
1963,7,24,,0,1
1963,7,25,,0,1
1963,7,26,,0,1
1963,7,27,,0,1
1963,7,28,,0,1
1963,7,29,,0,1
1963,7,30,,0,1
1963,7,31,,0,1
1963,8,1,,0,1
1963,8,2,,0,1
1963,8,3,,0,1
1963,8,4,,0,1
1963,8,5,,0,1
1963,8,6,,0,1
1963,8,7,,0,1
1963,8,8,,0,1
1963,8,9,,0,1
1963,8,10,,0,1
1963,8,11,,0,1
1963,8,12,,0,1
1963,8,13,,0,1
1963,8,14,,0,1
1963,8,15,,0,1
1963,8,16,,0,1
1963,8,17,,0,1
1963,8,18,,0,1
1963,8,19,,0,1
1963,8,20,,0,1
1963,8,21,,0,1
1963,8,22,,0,1
1963,8,23,,0,1
1963,8,24,,0,1
1963,8,25,,0,1
1963,8,26,,0,1
1963,8,27,,0,1
1963,8,28,,0,1
1963,8,29,,0,1
1963,8,30,,0,1
1963,8,31,,0,1
1963,9,1,,0,1
1963,9,2,,0,1
1963,9,3,,0,1
1963,9,4,,0,1
1963,9,5,,0,1
1963,9,6,,0,1
1963,9,7,,0,1
1963,9,8,,0,1
1963,9,9,,0,1
1963,9,10,,0,1
1963,9,11,,0,1
1963,9,12,,0,1
1963,9,13,,0,1
1963,9,14,,0,1
1963,9,15,,0,1
1964,7,1,,0,1
1964,7,2,,0,1
1964,7,3,,0,1
1964,7,4,,0,1
1964,7,5,,0,1
1964,7,6,,0,1
1964,7,7,,0,1
1964,7,8,,0,1
1964,7,9,,0,1
1964,7,10,,0,1
1964,7,11,,0,1
1964,7,12,,0,1
1964,7,13,,0,1
1964,7,14,,0,1
1964,7,15,,0,1
1964,7,16,,0,1
1964,7,17,,0,1
1964,7,18,,0,1
1964,7,19,,0,1
1964,7,20,,0,1
1964,7,21,,0,1
1964,7,22,,0,1
1964,7,23,,0,1
1964,7,24,,0,1
1964,7,25,,0,1
1964,7,26,,0,1
1964,7,27,,0,1
1964,7,28,,0,1
1964,7,29,,0,1
1964,7,30,,0,1
1964,7,31,,0,1
1964,8,1,,0,1
1964,8,2,,0,1
1964,8,3,,0,1
1964,8,4,,0,1
1964,8,5,,0,1
1964,8,6,,0,1
1964,8,7,,0,1
1964,8,8,,0,1
1964,8,9,,0,1
1964,8,10,,0,1
1964,8,11,,0,1
1964,8,12,,0,1
1964,8,13,,0,1
1964,8,14,,0,1
1964,8,15,,0,1
1964,8,16,,0,1
1964,8,17,,0,1
1964,8,18,,0,1
1964,8,19,,0,1
1964,8,20,,0,1
1964,8,21,,0,1
1964,8,22,,0,1
1964,8,23,,0,1
1964,8,24,,0,1
1964,8,25,,0,1
1964,8,26,,0,1
1964,8,27,,0,1
1964,8,28,,0,1
1964,8,29,,0,1
1964,8,30,,0,1
1964,8,31,,0,1
1964,9,1,,0,1
1964,9,2,,0,1
1964,9,3,,0,1
1964,9,4,,0,1
1964,9,5,,0,1
1964,9,6,,0,1
1964,9,7,,0,1
1964,9,8,,0,1
1964,9,9,,0,1
1964,9,10,,0,1
1964,9,11,,0,1
1964,9,12,,0,1
1964,9,13,,0,1
1964,9,14,,0,1
1964,9,15,,0,1
1965,7,1,,0,1
1965,7,2,,0,1
1965,7,3,,0,1
1965,7,4,,0,1
1965,7,5,,0,1
1965,7,6,,0,1
1965,7,7,,0,1
1965,7,8,,0,1
1965,7,9,,0,1
1965,7,10,,0,1
1965,7,11,,0,1
1965,7,12,,0,1
1965,7,13,,0,1
1965,7,14,,0,1
1965,7,15,,0,1
1965,7,16,,0,1
1965,7,17,,0,1
1965,7,18,,0,1
1965,7,19,,0,1
1965,7,20,,0,1
1965,7,21,,0,1
1965,7,22,,0,1
1965,7,23,,0,1
1965,7,24,,0,1
1965,7,25,,0,1
1965,7,26,,0,1
1965,7,27,,0,1
1965,7,28,,0,1
1965,7,29,,0,1
1965,7,30,,0,1
1965,7,31,,0,1
1965,8,1,,0,1
1965,8,2,,0,1
1965,8,3,,0,1
1965,8,4,,0,1
1965,8,5,,0,1
1965,8,6,,0,1
1965,8,7,,0,1
1965,8,8,,0,1
1965,8,9,,0,1
1965,8,10,,0,1
1965,8,11,,0,1
1965,8,12,,0,1
1965,8,13,,0,1
1965,8,14,,0,1
1965,8,15,,0,1
1965,8,16,,0,1
1965,8,17,,0,1
1965,8,18,,0,1
1965,8,19,,0,1
1965,8,20,,0,1
1965,8,21,,0,1
1965,8,22,,0,1
1965,8,23,,0,1
1965,8,24,,0,1
1965,8,25,,0,1
1965,8,26,,0,1
1965,8,27,,0,1
1965,8,28,,0,1
1965,8,29,,0,1
1965,8,30,,0,1
1965,8,31,,0,1
1965,9,1,,0,1
1965,9,2,,0,1
1965,9,3,,0,1
1965,9,4,,0,1
1965,9,5,,0,1
1965,9,6,,0,1
1965,9,7,,0,1
1965,9,8,,0,1
1965,9,9,,0,1
1965,9,10,,0,1
1965,9,11,,0,1
1965,9,12,,0,1
1965,9,13,,0,1
1965,9,14,,0,1
1965,9,15,,0,1
1966,7,1,,0,1
1966,7,2,,0,1
1966,7,3,,0,1
1966,7,4,,0,1
1966,7,5,,0,1
1966,7,6,,0,1
1966,7,7,,0,1
1966,7,8,,0,1
1966,7,9,,0,1
1966,7,10,,0,1
1966,7,11,,0,1
1966,7,12,,0,1
1966,7,13,,0,1
1966,7,14,,0,1
1966,7,15,,0,1
1966,7,16,,0,1
1966,7,17,,0,1
1966,7,18,,0,1
1966,7,19,,0,1
1966,7,20,,0,1
1966,7,21,,0,1
1966,7,22,,0,1
1966,7,23,,0,1
1966,7,24,,0,1
1966,7,25,,0,1
1966,7,26,,0,1
1966,7,27,,0,1
1966,7,28,,0,1
1966,7,29,,0,1
1966,7,30,,0,1
1966,7,31,,0,1
1966,8,1,,0,1
1966,8,2,,0,1
1966,8,3,,0,1
1966,8,4,,0,1
1966,8,5,,0,1
1966,8,6,,0,1
1966,8,7,,0,1
1966,8,8,,0,1
1966,8,9,,0,1
1966,8,10,,0,1
1966,8,11,,0,1
1966,8,12,,0,1
1966,8,13,,0,1
1966,8,14,,0,1
1966,8,15,,0,1
1966,8,16,,0,1
1966,8,17,,0,1
1966,8,18,,0,1
1966,8,19,,0,1
1966,8,20,,0,1
1966,8,21,,0,1
1966,8,22,,0,1
1966,8,23,,0,1
1966,8,24,,0,1
1966,8,25,,0,1
1966,8,26,,0,1
1966,8,27,,0,1
1966,8,28,,0,1
1966,8,29,,0,1
1966,8,30,,0,1
1966,8,31,,0,1
1966,9,1,,0,1
1966,9,2,,0,1
1966,9,3,,0,1
1966,9,4,,0,1
1966,9,5,,0,1
1966,9,6,,0,1
1966,9,7,,0,1
1966,9,8,,0,1
1966,9,9,,0,1
1966,9,10,,0,1
1966,9,11,,0,1
1966,9,12,,0,1
1966,9,13,,0,1
1966,9,14,,0,1
1966,9,15,,0,1
1967,7,1,,0,1
1967,7,2,,0,1
1967,7,3,,0,1
1967,7,4,,0,1
1967,7,5,,0,1
1967,7,6,,0,1
1967,7,7,,0,1
1967,7,8,,0,1
