ダウンロードした時刻：2019/03/24 10:45:19

,,,酒田,酒田,酒田,酒田
年,月,日,最高気温(℃),最高気温(℃),平均気温(℃),平均気温(℃)
,,,,,,
,,,,品質情報,,品質情報
1983,2,17,2.6,8,0.9,8
1983,2,18,4.8,8,2.1,8
1983,2,19,4.3,8,1.7,8
1983,2,20,4.3,8,2.2,8
1983,2,21,1.5,8,-0.4,8
1983,2,22,1.9,8,0.7,8
1983,2,23,3.4,8,-0.2,8
1983,2,24,4.2,8,-1.1,8
1983,2,25,3.3,8,0.5,8
1983,2,26,1.6,8,-1.7,8
1983,2,27,2.6,8,0.2,8
1983,2,28,7.2,8,4.2,8
1983,3,1,8.0,8,4.7,8
1983,3,2,5.7,8,3.6,8
1983,3,3,9.3,8,4.7,8
1983,3,4,5.4,8,2.4,8
1983,3,5,4.1,8,1.1,8
1983,3,6,4.1,8,1.8,8
1983,3,7,1.7,8,-0.4,8
1983,3,8,3.3,8,0.8,8
1983,3,9,4.6,8,1.8,8
1983,3,10,6.3,8,2.3,8
1983,3,11,8.4,8,3.3,8
1983,3,12,10.6,8,4.6,8
1983,3,13,5.4,8,3.1,8
1983,3,14,3.0,8,1.4,8
1983,3,15,4.6,8,1.0,8
1983,3,16,7.5,8,3.0,8
1983,3,17,7.4,8,5.5,8
1983,3,18,5.4,8,2.0,8
1983,3,19,5.6,8,2.7,8
1983,3,20,11.1,8,4.5,8
1983,3,21,9.3,8,5.9,8
1983,3,22,9.7,8,6.4,8
1983,3,23,13.4,8,7.7,8
1983,3,24,10.5,8,7.0,8
1983,3,25,9.1,8,5.1,8
1983,3,26,8.9,8,4.8,8
1983,3,27,10.0,8,4.4,8
1983,3,28,10.0,8,5.2,8
1983,3,29,11.5,8,6.6,8
1983,3,30,14.0,8,7.6,8
1983,3,31,14.4,8,7.7,8
1983,4,1,14.0,8,11.2,8
1983,4,2,12.8,8,9.3,8
1983,4,3,11.9,8,9.0,8
1983,4,4,12.5,8,8.0,8
1983,4,5,13.8,8,8.3,8
1983,4,6,19.1,8,10.7,8
1983,4,7,18.9,8,12.2,8
1983,4,8,14.5,8,9.2,8
1983,4,9,16.6,8,10.0,8
1983,4,10,17.6,8,12.6,8
1983,4,11,15.5,8,12.4,8
1983,4,12,13.7,8,10.5,8
1983,4,13,14.8,8,8.9,8
1983,4,14,22.6,8,15.0,8
1983,4,15,16.6,8,14.2,8
1983,4,16,13.1,8,9.4,8
1983,4,17,11.5,8,9.3,8
1983,4,18,17.3,8,12.2,8
1983,4,19,17.3,8,13.2,8
1983,4,20,13.5,8,10.7,8
1983,4,21,16.4,8,11.8,8
1983,4,22,15.2,8,13.3,8
1983,4,23,15.5,8,12.2,8
1983,4,24,20.0,8,13.9,8
1983,4,25,22.8,8,14.6,8
1983,4,26,28.4,8,19.5,8
1983,4,27,24.3,8,18.4,8
1983,4,28,23.6,8,18.1,8
1983,4,29,21.0,8,15.4,8
1983,4,30,14.0,8,11.1,8
1984,2,1,3.4,8,-1.0,8
1984,2,2,4.9,8,1.1,8
1984,2,3,-0.8,8,-3.2,8
1984,2,4,-2.8,8,-4.1,8
1984,2,5,-1.4,8,-3.4,8
1984,2,6,-3.4,8,-5.6,8
1984,2,7,-3.9,8,-5.0,8
1984,2,8,-2.1,8,-3.6,8
1984,2,9,-0.4,8,-2.6,8
1984,2,10,1.4,8,-1.0,8
1984,2,11,2.0,8,0.7,8
1984,2,12,1.7,8,-2.0,8
1984,2,13,4.6,8,0.8,8
1984,2,14,2.1,8,0.3,8
1984,2,15,0.0,8,-2.9,8
1984,2,16,-0.4,8,-2.0,8
1984,2,17,-0.7,8,-2.7,8
1984,2,18,0.3,8,-2.9,8
1984,2,19,0.2,8,-0.9,8
1984,2,20,3.6,8,1.2,8
1984,2,21,3.7,8,2.2,8
1984,2,22,3.1,8,0.0,8
1984,2,23,2.2,8,0.2,8
1984,2,24,3.4,8,2.0,8
1984,2,25,3.2,8,0.9,8
1984,2,26,2.4,8,0.9,8
1984,2,27,5.1,8,2.5,8
1984,2,28,1.5,8,-0.9,8
1984,2,29,0.3,8,-1.6,8
1984,3,1,1.1,8,-1.4,8
1984,3,2,3.4,8,0.0,8
1984,3,3,3.4,8,0.2,8
1984,3,4,3.4,8,-2.3,8
1984,3,5,1.8,8,-0.3,8
1984,3,6,3.2,8,1.2,8
1984,3,7,3.2,8,0.8,8
1984,3,8,3.8,8,1.3,8
1984,3,9,4.2,8,1.0,8
1984,3,10,3.7,8,0.9,8
1984,3,11,2.2,8,0.7,8
1984,3,12,1.1,8,-0.4,8
1984,3,13,2.5,8,0.4,8
1984,3,14,4.1,8,-0.3,8
1984,3,15,5.8,8,-0.5,8
1984,3,16,4.5,8,2.4,8
1984,3,17,6.7,8,3.2,8
1984,3,18,3.8,8,2.7,8
1984,3,19,4.9,8,2.8,8
1984,3,20,3.9,8,2.0,8
1984,3,21,4.4,8,1.8,8
1984,3,22,3.3,8,1.0,8
1984,3,23,1.6,8,-1.0,8
1984,3,24,4.0,8,0.5,8
1984,3,25,6.9,8,4.7,8
1984,3,26,4.1,8,1.6,8
1984,3,27,3.5,8,0.8,8
1984,3,28,4.4,8,0.5,8
1984,3,29,7.2,8,2.5,8
1984,3,30,13.0,8,6.2,8
1984,3,31,6.8,8,4.1,8
1984,4,1,6.7,8,2.6,8
1984,4,2,7.6,8,1.9,8
1984,4,3,10.1,8,4.7,8
1984,4,4,16.7,8,9.2,8
1984,4,5,10.9,8,8.6,8
1984,4,6,10.3,8,5.2,8
1984,4,7,6.9,8,3.4,8
1984,4,8,6.7,8,3.7,8
1984,4,9,10.2,8,5.2,8
1984,4,10,11.3,8,7.5,8
1984,4,11,13.4,8,8.5,8
1984,4,12,8.9,8,6.3,8
1984,4,13,10.4,8,6.5,8
1984,4,14,9.6,8,5.2,8
1984,4,15,12.7,8,7.3,8
1984,4,16,15.7,8,9.7,8
1984,4,17,16.4,8,10.7,8
1984,4,18,12.5,8,8.6,8
1984,4,19,6.6,8,4.8,8
1984,4,20,10.0,8,7.2,8
1984,4,21,14.7,8,9.7,8
1984,4,22,11.2,8,8.8,8
1984,4,23,10.2,8,7.3,8
1984,4,24,13.4,8,7.4,8
1984,4,25,15.3,8,10.0,8
1984,4,26,22.3,8,14.0,8
1984,4,27,20.8,8,13.9,8
1984,4,28,23.9,8,15.1,8
1984,4,29,15.7,8,10.4,8
1984,4,30,17.7,8,12.6,8
1985,2,1,6.1,8,2.7,8
1985,2,2,1.4,8,-0.7,8
1985,2,3,4.1,8,0.5,8
1985,2,4,5.2,8,0.2,8
1985,2,5,5.6,8,0.4,8
1985,2,6,8.1,8,2.2,8
1985,2,7,7.0,8,2.2,8
1985,2,8,4.4,8,0.3,8
1985,2,9,7.5,8,3.2,8
1985,2,10,9.5,8,5.5,8
1985,2,11,3.6,8,1.5,8
1985,2,12,4.6,8,1.8,8
1985,2,13,6.7,8,2.4,8
1985,2,14,1.1,8,-0.9,8
1985,2,15,1.1,8,-0.1,8
1985,2,16,4.5,8,1.7,8
1985,2,17,3.6,8,2.5,8
1985,2,18,5.0,8,2.5,8
1985,2,19,6.3,8,3.4,8
1985,2,20,8.4,8,6.3,8
1985,2,21,6.4,8,2.3,8
1985,2,22,1.8,8,0.3,8
1985,2,23,3.2,8,1.8,8
1985,2,24,4.3,8,2.3,8
1985,2,25,3.9,8,2.1,8
1985,2,26,4.3,8,1.7,8
1985,2,27,3.3,8,1.2,8
1985,2,28,2.5,8,0.4,8
1985,3,1,6.5,8,4.8,8
1985,3,2,5.8,8,4.7,8
1985,3,3,4.2,8,1.4,8
1985,3,4,3.7,8,1.3,8
1985,3,5,9.9,8,4.5,8
1985,3,6,3.1,8,0.6,8
1985,3,7,6.0,8,1.7,8
1985,3,8,10.0,8,5.7,8
1985,3,9,10.3,8,4.0,8
1985,3,10,1.5,8,-0.8,8
1985,3,11,2.0,8,-0.5,8
1985,3,12,4.1,8,2.4,8
1985,3,13,7.1,8,3.3,8
1985,3,14,4.6,8,2.0,8
1985,3,15,4.3,8,2.1,8
1985,3,16,9.2,8,3.4,8
1985,3,17,10.5,8,6.3,8
1985,3,18,8.8,8,5.8,8
1985,3,19,8.1,8,4.0,8
1985,3,20,9.1,8,4.9,8
1985,3,21,10.1,8,6.6,8
1985,3,22,7.1,8,4.6,8
1985,3,23,7.0,8,3.1,8
1985,3,24,10.4,8,4.2,8
1985,3,25,14.4,8,8.8,8
1985,3,26,10.4,8,6.2,8
1985,3,27,6.8,8,4.2,8
1985,3,28,7.3,8,5.5,8
1985,3,29,11.8,8,7.5,8
1985,3,30,7.4,8,3.9,8
1985,3,31,7.1,8,3.9,8
1985,4,1,9.6,8,6.5,8
1985,4,2,13.8,8,7.8,8
1985,4,3,19.4,8,12.2,8
1985,4,4,13.6,8,11.2,8
1985,4,5,9.8,8,7.5,8
1985,4,6,12.4,8,9.0,8
1985,4,7,14.7,8,10.5,8
1985,4,8,19.9,8,14.6,8
1985,4,9,14.7,8,10.3,8
1985,4,10,17.5,8,11.3,8
1985,4,11,15.5,8,11.3,8
1985,4,12,11.9,8,9.9,8
1985,4,13,16.9,8,11.2,8
1985,4,14,19.0,8,10.9,8
1985,4,15,9.1,8,7.9,8
1985,4,16,10.0,8,7.8,8
1985,4,17,7.8,8,6.8,8
1985,4,18,15.0,8,9.3,8
1985,4,19,19.1,8,12.5,8
1985,4,20,12.4,8,10.4,8
1985,4,21,12.2,8,9.3,8
1985,4,22,22.2,8,14.8,8
1985,4,23,21.2,8,15.3,8
1985,4,24,17.5,8,11.2,8
1985,4,25,13.8,8,10.9,8
1985,4,26,24.3,8,16.5,8
1985,4,27,16.4,8,11.1,8
1985,4,28,15.0,8,10.3,8
1985,4,29,19.0,8,12.9,8
1985,4,30,23.6,8,14.9,8
1986,2,1,1.4,8,-1.1,8
1986,2,2,0.5,8,-3.2,8
1986,2,3,3.3,8,0.1,8
1986,2,4,0.1,8,-1.7,8
1986,2,5,-1.1,8,-2.8,8
1986,2,6,0.0,8,-1.3,8
1986,2,7,-0.7,8,-2.6,8
1986,2,8,0.7,8,-1.9,8
1986,2,9,0.8,8,-1.0,8
1986,2,10,-0.1,8,-1.6,8
1986,2,11,1.4,8,-0.1,8
1986,2,12,3.5,8,1.3,8
1986,2,13,5.7,8,2.4,8
1986,2,14,7.4,8,2.7,8
1986,2,15,3.2,8,0.9,8
1986,2,16,0.5,8,-1.3,8
1986,2,17,1.8,8,0.2,8
1986,2,18,2.5,8,0.1,8
1986,2,19,2.0,8,0.2,8
1986,2,20,3.8,8,0.5,8
1986,2,21,1.7,8,0.0,8
1986,2,22,3.6,8,-0.5,8
1986,2,23,5.6,8,1.5,8
1986,2,24,1.7,8,-0.2,8
1986,2,25,1.1,8,-0.5,8
1986,2,26,3.3,8,1.1,8
1986,2,27,5.5,8,0.4,8
1986,2,28,2.0,8,0.3,8
1986,3,1,4.1,8,1.4,8
1986,3,2,4.1,8,2.3,8
1986,3,3,3.3,8,0.6,8
1986,3,4,2.3,8,-0.5,8
1986,3,5,3.0,8,0.7,8
1986,3,6,6.2,8,1.3,8
1986,3,7,7.2,8,3.1,8
1986,3,8,6.1,8,2.7,8
1986,3,9,13.0,8,4.3,8
1986,3,10,9.7,8,6.2,8
1986,3,11,5.5,8,3.7,8
1986,3,12,5.5,8,3.4,8
1986,3,13,4.6,8,2.6,8
1986,3,14,8.3,8,2.9,8
1986,3,15,8.6,8,5.8,8
1986,3,16,8.4,8,5.5,8
1986,3,17,4.0,8,2.3,8
1986,3,18,7.4,8,3.8,8
1986,3,19,7.3,8,4.7,8
1986,3,20,7.1,8,4.4,8
1986,3,21,6.5,8,3.6,8
1986,3,22,7.2,8,4.4,8
1986,3,23,5.2,8,2.4,8
1986,3,24,6.8,8,4.0,8
1986,3,25,8.0,8,5.2,8
1986,3,26,9.8,8,6.3,8
1986,3,27,12.4,8,6.9,8
1986,3,28,11.2,8,6.1,8
1986,3,29,11.4,8,6.6,8
1986,3,30,15.3,8,8.3,8
1986,3,31,8.6,8,6.1,8
1986,4,1,10.5,8,6.0,8
1986,4,2,11.7,8,5.3,8
1986,4,3,12.6,8,6.7,8
1986,4,4,13.0,8,8.7,8
1986,4,5,11.2,8,8.4,8
1986,4,6,10.7,8,7.2,8
1986,4,7,7.5,8,5.1,8
1986,4,8,12.2,8,7.7,8
1986,4,9,17.8,8,12.1,8
1986,4,10,13.3,8,10.9,8
1986,4,11,9.1,8,6.6,8
1986,4,12,10.4,8,7.9,8
1986,4,13,14.5,8,10.3,8
1986,4,14,14.8,8,9.4,8
1986,4,15,16.2,8,11.1,8
1986,4,16,10.3,8,5.8,8
1986,4,17,16.3,8,8.8,8
1986,4,18,19.7,8,13.5,8
1986,4,19,20.7,8,15.2,8
1986,4,20,20.1,8,15.8,8
1986,4,21,14.5,8,12.2,8
1986,4,22,20.6,8,15.5,8
1986,4,23,12.9,8,11.1,8
1986,4,24,15.6,8,12.0,8
1986,4,25,19.3,8,12.7,8
1986,4,26,12.2,8,11.0,8
1986,4,27,24.0,8,15.4,8
1986,4,28,10.8,8,9.4,8
1986,4,29,12.9,8,9.4,8
1986,4,30,17.7,8,11.2,8
1987,2,1,0.0,8,-1.9,8
1987,2,2,2.0,8,-0.4,8
1987,2,3,2.3,8,0.0,8
1987,2,4,2.5,8,1.1,8
1987,2,5,4.1,8,2.8,8
1987,2,6,5.3,8,3.1,8
1987,2,7,10.7,8,6.1,8
1987,2,8,7.5,8,3.9,8
1987,2,9,10.4,8,5.6,8
1987,2,10,14.1,8,10.7,8
1987,2,11,11.6,8,9.9,8
1987,2,12,8.4,8,2.3,8
1987,2,13,2.8,8,0.5,8
1987,2,14,5.6,8,1.3,8
1987,2,15,-0.6,8,-1.8,8
1987,2,16,-0.3,8,-1.3,8
1987,2,17,2.9,8,0.4,8
1987,2,18,4.8,8,0.9,8
1987,2,19,0.4,8,-1.4,8
1987,2,20,1.1,8,-0.6,8
1987,2,21,4.0,8,1.0,8
1987,2,22,6.5,8,1.6,8
1987,2,23,7.9,8,3.2,8
1987,2,24,12.7,8,7.1,8
1987,2,25,7.7,8,0.9,8
1987,2,26,1.3,8,-0.8,8
1987,2,27,1.4,8,0.3,8
1987,2,28,1.3,8,-0.1,8
1987,3,1,2.2,8,-0.6,8
1987,3,2,3.1,8,0.7,8
1987,3,3,6.9,8,3.8,8
1987,3,4,6.4,8,5.0,8
1987,3,5,9.6,8,5.9,8
1987,3,6,1.5,8,-0.4,8
1987,3,7,2.4,8,0.2,8
1987,3,8,5.8,8,1.9,8
1987,3,9,7.1,8,2.5,8
1987,3,10,2.9,8,0.9,8
1987,3,11,3.1,8,0.6,8
1987,3,12,7.5,8,3.1,8
1987,3,13,9.2,8,5.8,8
1987,3,14,13.1,8,7.5,8
1987,3,15,4.0,8,2.5,8
1987,3,16,3.8,8,2.1,8
1987,3,17,8.1,8,4.9,8
1987,3,18,9.5,8,5.4,8
1987,3,19,10.5,8,6.9,8
1987,3,20,6.7,8,5.3,8
1987,3,21,12.2,8,7.0,8
1987,3,22,13.7,8,8.0,8
1987,3,23,12.1,8,9.5,8
1987,3,24,14.4,8,10.6,8
1987,3,25,8.5,8,4.8,8
1987,3,26,4.5,8,2.3,8
1987,3,27,6.3,8,2.7,8
1987,3,28,10.9,8,5.2,8
1987,3,29,13.2,8,7.0,8
1987,3,30,16.4,8,8.9,8
1987,3,31,10.4,8,2.0,8
1987,4,1,7.8,8,4.2,8
1987,4,2,9.9,8,5.1,8
1987,4,3,12.5,8,6.5,8
1987,4,4,12.1,8,8.9,8
1987,4,5,12.9,8,9.0,8
1987,4,6,18.1,8,11.1,8
1987,4,7,12.6,8,11.2,8
1987,4,8,10.8,8,8.1,8
1987,4,9,23.3,8,13.2,8
1987,4,10,16.2,8,12.6,8
1987,4,11,9.2,8,5.3,8
1987,4,12,6.8,8,3.6,8
1987,4,13,5.0,8,2.2,8
1987,4,14,7.7,8,4.4,8
1987,4,15,11.3,8,6.0,8
1987,4,16,14.1,8,9.2,8
1987,4,17,18.4,8,11.6,8
1987,4,18,21.4,8,13.6,8
1987,4,19,16.8,8,11.6,8
1987,4,20,21.0,8,13.7,8
1987,4,21,28.6,8,20.1,8
1987,4,22,19.7,8,12.4,8
1987,4,23,18.5,8,12.7,8
1987,4,24,13.3,8,8.5,8
1987,4,25,8.1,8,5.4,8
1987,4,26,6.6,8,5.2,8
1987,4,27,11.4,8,7.2,8
1987,4,28,15.5,8,10.0,8
1987,4,29,20.5,8,12.5,8
1987,4,30,23.6,8,16.0,8
1988,2,1,0.5,8,-1.3,8
1988,2,2,6.5,8,0.8,8
1988,2,3,-2.0,8,-4.2,8
1988,2,4,1.7,8,-1.3,8
1988,2,5,9.2,8,3.4,8
1988,2,6,5.4,8,1.9,8
1988,2,7,-0.8,8,-2.4,8
1988,2,8,1.5,8,-0.6,8
1988,2,9,3.3,8,0.8,8
1988,2,10,1.5,8,-0.9,8
1988,2,11,0.7,8,-0.7,8
1988,2,12,3.7,8,-0.4,8
1988,2,13,2.9,8,0.4,8
1988,2,14,-0.6,8,-2.2,8
1988,2,15,-0.4,8,-1.9,8
1988,2,16,-1.0,8,-2.9,8
1988,2,17,0.5,8,-2.0,8
1988,2,18,1.0,8,-1.3,8
1988,2,19,3.2,8,-0.5,8
1988,2,20,3.5,8,1.3,8
1988,2,21,-0.3,8,-2.4,8
1988,2,22,1.6,8,-2.0,8
1988,2,23,5.0,8,1.4,8
1988,2,24,2.2,8,0.9,8
1988,2,25,3.3,8,1.3,8
1988,2,26,3.6,8,1.5,8
1988,2,27,2.8,8,1.1,8
1988,2,28,3.5,8,0.4,8
1988,2,29,4.2,8,1.8,8
1988,3,1,4.9,8,2.6,8
1988,3,2,4.2,8,2.8,8
1988,3,3,5.0,8,1.7,8
1988,3,4,3.5,8,0.9,8
1988,3,5,3.8,8,0.7,8
1988,3,6,6.1,8,1.3,8
1988,3,7,3.8,8,1.7,8
1988,3,8,1.6,8,-0.4,8
1988,3,9,1.9,8,-0.4,8
1988,3,10,6.2,8,1.7,8
1988,3,11,11.9,8,5.2,8
1988,3,12,9.5,8,6.3,8
1988,3,13,12.2,8,7.5,8
1988,3,14,15.5,8,8.2,8
1988,3,15,9.3,8,1.3,8
1988,3,16,3.8,8,1.5,8
1988,3,17,6.7,8,4.0,8
1988,3,18,6.3,8,4.8,8
1988,3,19,8.0,8,4.1,8
1988,3,20,7.1,8,3.6,8
1988,3,21,10.4,8,5.0,8
1988,3,22,8.4,8,6.5,8
1988,3,23,8.2,8,5.7,8
1988,3,24,4.8,8,2.9,8
1988,3,25,7.4,8,3.8,8
1988,3,26,9.7,8,4.4,8
1988,3,27,8.0,8,4.6,8
1988,3,28,8.8,8,5.1,8
1988,3,29,11.5,8,6.4,8
1988,3,30,11.5,8,5.9,8
1988,3,31,9.3,8,4.9,8
1988,4,1,10.7,8,5.3,8
1988,4,2,12.1,8,6.3,8
1988,4,3,14.0,8,7.2,8
1988,4,4,10.1,8,5.2,8
1988,4,5,16.0,8,8.9,8
1988,4,6,10.3,8,6.7,8
1988,4,7,8.5,8,6.0,8
1988,4,8,6.9,8,4.2,8
1988,4,9,10.1,8,4.6,8
1988,4,10,11.5,8,6.1,8
1988,4,11,15.6,8,9.5,8
1988,4,12,19.9,8,12.8,8
1988,4,13,16.5,8,12.0,8
1988,4,14,19.8,8,11.0,8
1988,4,15,9.3,8,5.7,8
1988,4,16,10.6,8,7.1,8
1988,4,17,18.6,8,10.3,8
1988,4,18,20.6,8,14.0,8
1988,4,19,14.5,8,10.9,8
1988,4,20,14.0,8,11.1,8
1988,4,21,14.5,8,10.7,8
1988,4,22,11.1,8,8.8,8
1988,4,23,12.5,8,9.4,8
1988,4,24,9.8,8,7.7,8
1988,4,25,13.1,8,8.5,8
1988,4,26,18.6,8,13.5,8
1988,4,27,20.2,8,14.3,8
1988,4,28,22.6,8,15.7,8
1988,4,29,18.0,8,15.1,8
1988,4,30,15.9,8,13.1,8
1989,2,1,6.1,8,1.9,8
1989,2,2,1.9,8,0.0,8
1989,2,3,-0.2,8,-1.0,8
1989,2,4,4.4,8,1.9,8
1989,2,5,4.8,8,4.0,8
1989,2,6,6.8,8,4.6,8
1989,2,7,8.0,8,5.0,8
1989,2,8,8.4,8,4.3,8
1989,2,9,6.2,8,4.3,8
1989,2,10,5.2,8,3.1,8
1989,2,11,4.1,8,1.2,8
1989,2,12,1.8,8,0.2,8
1989,2,13,5.1,8,2.2,8
1989,2,14,6.1,8,3.8,8
1989,2,15,9.5,8,3.6,8
1989,2,16,8.2,8,6.7,8
1989,2,17,6.2,8,4.2,8
1989,2,18,5.1,8,4.0,8
1989,2,19,6.5,8,4.6,8
1989,2,20,9.8,8,5.9,8
1989,2,21,7.3,8,3.9,8
1989,2,22,3.1,8,1.1,8
1989,2,23,4.2,8,1.0,8
1989,2,24,5.7,8,1.5,8
1989,2,25,5.3,8,1.6,8
1989,2,26,4.8,8,2.5,8
1989,2,27,7.5,8,3.1,8
1989,2,28,13.1,8,7.9,8
1989,3,1,9.6,8,5.6,8
1989,3,2,8.2,8,4.5,8
1989,3,3,10.6,8,8.0,8
1989,3,4,13.5,8,9.0,8
1989,3,5,6.5,8,4.6,8
1989,3,6,6.8,8,2.9,8
1989,3,7,6.9,8,2.8,8
1989,3,8,5.0,8,2.0,8
1989,3,9,6.6,8,3.6,8
1989,3,10,8.2,8,3.9,8
1989,3,11,11.2,8,7.6,8
1989,3,12,11.9,8,8.7,8
1989,3,13,16.1,8,10.4,8
1989,3,14,12.6,8,9.4,8
1989,3,15,8.5,8,6.2,8
1989,3,16,8.4,8,5.2,8
1989,3,17,5.2,8,3.3,8
1989,3,18,4.8,8,3.7,8
1989,3,19,8.3,8,5.2,8
1989,3,20,8.0,8,5.6,8
1989,3,21,7.2,8,5.3,8
1989,3,22,7.4,8,4.8,8
1989,3,23,8.7,8,5.5,8
1989,3,24,13.2,8,7.4,8
1989,3,25,8.9,8,6.1,8
1989,3,26,10.1,8,6.1,8
1989,3,27,14.5,8,8.0,8
1989,3,28,8.9,8,6.8,8
1989,3,29,10.7,8,7.1,8
1989,3,30,12.0,8,6.7,8
1989,3,31,15.5,8,9.9,8
1989,4,1,17.8,8,10.5,8
1989,4,2,12.1,8,8.8,8
1989,4,3,21.1,8,11.3,8
1989,4,4,9.7,8,7.0,8
1989,4,5,10.5,8,7.4,8
1989,4,6,11.0,8,6.9,8
1989,4,7,20.4,8,10.8,8
1989,4,8,16.6,8,12.2,8
1989,4,9,13.1,8,10.1,8
1989,4,10,17.0,8,11.3,8
1989,4,11,11.1,8,8.1,8
1989,4,12,8.2,8,6.7,8
1989,4,13,11.4,8,9.3,8
1989,4,14,17.1,8,11.1,8
1989,4,15,20.2,8,13.9,8
1989,4,16,19.4,8,14.5,8
1989,4,17,12.7,8,9.4,8
1989,4,18,14.1,8,11.4,8
1989,4,19,16.0,8,11.8,8
1989,4,20,16.5,8,10.6,8
1989,4,21,15.7,8,9.9,8
1989,4,22,23.9,8,15.9,8
1989,4,23,17.7,8,14.7,8
1989,4,24,16.2,8,12.2,8
1989,4,25,9.4,8,7.7,8
1989,4,26,14.0,8,10.1,8
1989,4,27,15.7,8,11.4,8
1989,4,28,10.8,8,7.1,8
1989,4,29,13.3,8,9.0,8
1989,4,30,17.4,8,11.5,8
1990,2,1,1.4,8,-1.6,8
1990,2,2,2.9,8,-1.2,8
1990,2,3,5.3,8,1.0,8
1990,2,4,4.3,8,1.1,8
1990,2,5,5.9,8,0.5,8
1990,2,6,4.8,8,1.9,8
1990,2,7,7.8,8,3.3,8
1990,2,8,3.9,8,2.2,8
1990,2,9,4.5,8,1.0,8
1990,2,10,5.9,8,2.6,8
1990,2,11,10.3,8,7.1,8
1990,2,12,7.2,8,3.8,8
1990,2,13,5.7,8,2.7,8
1990,2,14,4.8,8,2.8,8
1990,2,15,5.8,8,3.8,8
1990,2,16,7.4,8,4.9,8
1990,2,17,8.4,8,5.9,8
1990,2,18,9.1,8,5.3,8
1990,2,19,8.2,8,6.4,8
1990,2,20,12.3,8,9.4,8
1990,2,21,8.8,8,6.9,8
1990,2,22,8.3,8,5.6,8
1990,2,23,12.6,8,8.7,8
1990,2,24,8.4,8,7.7,8
1990,2,25,8.4,8,7.1,8
1990,2,26,7.8,8,6.2,8
1990,2,27,5.9,8,3.7,8
1990,2,28,5.7,8,2.3,8
1990,3,1,8.5,8,3.6,8
1990,3,2,9.7,8,6.0,8
1990,3,3,7.0,8,5.6,8
1990,3,4,9.6,8,6.8,8
1990,3,5,7.5,8,5.3,8
1990,3,6,8.6,8,5.0,8
1990,3,7,6.2,8,3.0,8
1990,3,8,4.9,8,3.1,8
1990,3,9,10.6,8,7.0,8
1990,3,10,12.4,8,7.8,8
1990,3,11,13.5,8,9.7,8
1990,3,12,12.4,8,7.2,8
1990,3,13,4.8,8,3.0,8
1990,3,14,8.8,8,5.2,8
1990,3,15,9.5,8,6.1,8
1990,3,16,7.9,8,6.0,8
1990,3,17,8.3,8,5.6,8
1990,3,18,10.1,8,5.5,8
1990,3,19,10.4,8,7.9,8
1990,3,20,10.6,8,8.7,8
1990,3,21,8.5,8,6.3,8
1990,3,22,10.3,8,5.4,8
1990,3,23,13.0,8,6.9,8
1990,3,24,8.5,8,6.8,8
1990,3,25,6.1,8,3.6,8
1990,3,26,5.8,8,2.5,8
1990,3,27,9.0,8,4.6,8
1990,3,28,12.9,8,7.5,8
1990,3,29,16.0,8,9.0,8
1990,3,30,13.8,8,8.8,8
1990,3,31,14.7,8,10.3,8
1990,4,1,13.9,8,9.7,8
1990,4,2,14.6,8,8.8,8
1990,4,3,23.1,8,12.8,8
1990,4,4,16.4,8,10.5,8
1990,4,5,7.6,8,5.5,8
1990,4,6,10.7,8,7.8,8
1990,4,7,17.2,8,10.9,8
1990,4,8,12.7,8,10.0,8
1990,4,9,15.3,8,12.0,8
1990,4,10,15.1,8,10.2,8
1990,4,11,21.8,8,13.8,8
1990,4,12,23.1,8,16.2,8
1990,4,13,17.1,8,14.2,8
1990,4,14,13.2,8,12.1,8
1990,4,15,13.6,8,10.4,8
1990,4,16,11.7,8,7.6,8
1990,4,17,10.5,8,7.4,8
1990,4,18,11.6,8,8.3,8
1990,4,19,11.0,8,7.9,8
1990,4,20,17.4,8,10.9,8
1990,4,21,12.7,8,10.9,8
1990,4,22,20.5,8,16.0,8
1990,4,23,17.0,8,12.6,8
1990,4,24,11.4,8,9.3,8
1990,4,25,16.6,8,11.1,8
1990,4,26,21.9,8,14.1,8
1990,4,27,16.9,8,12.0,8
1990,4,28,21.5,8,15.9,8
1990,4,29,13.4,8,11.2,8
1990,4,30,13.9,8,10.8,8
1991,2,1,3.7,8,1.8,8
1991,2,2,2.8,8,0.5,8
1991,2,3,3.6,8,1.9,8
1991,2,4,3.9,8,1.0,8
1991,2,5,3.0,8,1.1,8
1991,2,6,3.9,8,2.1,8
1991,2,7,4.1,8,2.3,8
1991,2,8,2.6,8,0.7,8
1991,2,9,4.9,8,2.6,8
1991,2,10,4.7,8,2.0,8
1991,2,11,7.5,8,3.9,8
1991,2,12,5.7,8,2.8,8
1991,2,13,5.3,8,3.1,8
1991,2,14,7.6,8,2.6,8
1991,2,15,10.4,8,6.5,8
1991,2,16,10.1,8,5.5,8
1991,2,17,2.5,8,1.0,8
1991,2,18,1.7,8,-0.3,8
1991,2,19,2.4,8,-0.4,8
1991,2,20,3.3,8,-2.3,8
1991,2,21,4.5,8,1.2,8
1991,2,22,3.3,8,-0.1,8
1991,2,23,-0.2,8,-1.9,8
1991,2,24,-1.2,8,-4.1,8
1991,2,25,3.9,8,1.2,8
1991,2,26,6.5,8,4.5,8
1991,2,27,8.0,8,5.1,8
